name,visits,lat,lon,zipcode
"Smith's / 3850 E Flamingo Rd, Las Vegas, NV, United States",1175368,36.11639816,-115.0898873,89121
"Smith's / 4965 E Sahara Ave, Las Vegas, NV, United States",213311,36.14293106,-115.0670479,89121
"Smith's / 4600 E Sunset Rd, Henderson, NV, United States",1221914,36.07254709,-115.0734939,89120
"Sprouts Farmers Market / 3365 E Tropicana Ave, Las Vegas, NV, United States",311823,36.09879273,-115.1020843,89120
"Trader Joe's / 2716 N Green Valley Pkwy, Henderson, NV, United States",728136,36.0695716,-115.081137,89120
"Albertsons / 7271 S Eastern Ave, Las Vegas, NV, United States",415386,36.05796834,-115.1203845,89119
"VONS / 1131 E Tropicana Ave, Las Vegas, NV, United States",424309,36.09999849,-115.1378133,89119
"Total Wine & More / 6885 Las Vegas Blvd S, Las Vegas, NV, United States",451114,36.06493892,-115.1731753,89118
"Whole Foods Market / 6689 Las Vegas Blvd S, Las Vegas, NV, United States",1028853,36.06733001,-115.1744243,89118
"Albertsons / 1001 S Rainbow Blvd, Las Vegas, NV, United States",689511,36.16018394,-115.2454544,89117
"Albertsons / 2550 S Fort Apache Rd, Las Vegas, NV, United States",396409,36.14333759,-115.2958499,89117
"Smith's / 8555 W Sahara Ave, Las Vegas, NV, United States",824302,36.14264459,-115.2775918,89117
"Sprouts Farmers Market / 10000 W Sahara Ave, Suite 180, Las Vegas, NV, United States",747334,36.14593619,-115.3119721,89117
"VONS / 8540 W Desert Inn Rd, Las Vegas, NV, United States",483974,36.13157574,-115.2773676,89117
"Albertsons / 7350 S Rainbow Blvd, Las Vegas, NV, United States",602159,36.05474596,-115.2414086,89113
"Smith's / 8525 W Warm Springs Rd., Las Vegas, NV, United States",995043,36.05415598,-115.2774209,89113
"Sprouts Farmers Market / 7375 S Rainbow Blvd, Las Vegas, NV, United States",396867,36.05440547,-115.2453483,89113
"VONS / 7405 S Durango Dr, Las Vegas, NV, United States",730390,36.05384513,-115.2812861,89113
"Albertsons / 5881 E Charleston Blvd, Las Vegas, NV, United States",1130174,36.15845364,-115.0451986,89110
"Smith's / 450 N Nellis Blvd, Las Vegas, NV, United States",1037998,36.16759981,-115.0603687,89110
"Smith's / 850 S Rancho Dr, Las Vegas, NV, United States",659527,36.16130126,-115.1745538,89106
"Albertsons / 2885 E Desert Inn Rd, Las Vegas, NV, United States",477795,36.12823191,-115.1111132,89104
"Smith's / 2540 S Maryland Pkwy, Las Vegas, NV, United States",811825,36.14334946,-115.1349356,89104
"Albertsons / 5975 W Tropicana Ave, Las Vegas, NV, United States",618793,36.09863947,-115.2237974,89103
"Smith's / 6130 W Tropicana Ave, Las Vegas, NV, United States",881856,36.10150034,-115.226434,89103
"Smith's / 4001 S Decatur Blvd, Las Vegas, NV, United States",806287,36.11825374,-115.2096189,89103
"Albertsons / 1760 E Charleston Blvd, Las Vegas, NV, United States",445854,36.15695258,-115.1256004,89101
"Smith's / 3602 E Bonanza Rd, Las Vegas, NV, United States",1042470,36.17443686,-115.095803,89101
"Smith's / 2255 E Centennial Pkwy, North Las Vegas, NV, United States",1064985,36.27525577,-115.1192482,89086
"Walmart Neighborhood Market / 5940 Losee Rd, North Las Vegas, NV, United States",709887,36.2676177,-115.1154018,89086
"Albertsons / 201 S Stephanie St, Henderson, NV, United States",720431,36.02038777,-115.0493559,89074
"Smith's / 55 S Valle Verde Dr, Henderson, NV, United States",789177,36.02586729,-115.0640234,89074
"Smith's / 1000 N Green Valley Pkwy, Henderson, NV, United States",655327,36.02761833,-115.0840118,89074
"VONS / 2667 E Windmill Pkwy, Henderson, NV, United States",726456,36.04135209,-115.1028229,89074
"Whole Foods Market / 100 S Green Valley Parkway,, Henderson, NV, United States",619212,36.02337232,-115.082488,89074
"Albertsons / 2910 Bicentennial Pkwy, Henderson, NV, United States",675308,35.94242094,-115.1174788,89052
"VONS / 2511 Anthem Village Dr, Henderson, NV, United States",613796,35.97840175,-115.0999648,89052
"Albertsons / 200 S Hwy 160, Pahrump, NV, United States",581538,36.21691906,-115.9950515,89048
"Smith's / 601 S Highway 160, Pahrump, NV, United States",775476,36.21189053,-115.9862155,89048
"Smith's / 350 N Sandhill Blvd, Mesquite, NV, United States",407598,36.8092259,-114.063508,89034
"Smith's / 3013 W Craig Rd, North Las Vegas, NV, United States",595478,36.23795797,-115.1813783,89032
"Albertsons / 3010 W Ann Rd, North Las Vegas, NV, United States",515070,36.2631921,-115.1811904,89031
"Smith's / 4700 W Ann Rd, North Las Vegas, NV, United States",928889,36.26293284,-115.2057798,89031
"Smith's / 5564 Camino Al Norte, North Las Vegas, NV, United States",890675,36.26109138,-115.153893,89031
"Smith's / 6855 Aliante Pkwy, North Las Vegas, NV, United States",885994,36.28502941,-115.1789381,89031
"Sprouts Farmers Market / 6150 N. Decatur Blvd, Las Vegas, NV, United States",299624,36.27163026,-115.2049849,89031
"Walmart Neighborhood Market / 5545 Simmons St, North Las Vegas, NV, United States",604829,36.26035021,-115.181686,89031
"WinCo Foods / 6101 N Decatur Blvd, Las Vegas, NV, United States",1124054,36.26974361,-115.2082311,89031
"Sprouts Farmers Market / 515 N Stephanie St, Henderson, NV, United States",395575,36.05687789,-115.0483109,89014
"Total Wine & More / 501 N Stephanie Street, Henderson, NV, United States",228886,36.05653638,-115.0483417,89014
"Walmart Neighborhood Market / 1401 American Pacific Dr, Henderson, NV, United States",679191,36.04050861,-115.0482689,89014
"WinCo Foods / 80 N Stephanie Street, Henderson, NV, United States",1344638,36.03365439,-115.0437315,89014
"Albertsons / 190 N Boulder Hwy, Henderson, NV, United States",662471,36.04179,-114.9812442,89011
"Albertsons / 1008 Nevada Hwy, Boulder City, NV, United States",721683,35.97613293,-114.845185,89005
"Albertsons / 575 College Dr, Henderson, NV, United States",916122,36.01372758,-114.9649558,89002
"Smith's / 830 S Boulder Hwy, Henderson, NV, United States",936563,36.0270318,-114.9658794,89002
"VONS / 45 E Horizon Ridge Pkwy, Henderson, NV, United States",946869,36.00908414,-114.9933538,89002
"Albertsons / 721 Mechem Dr, Ruidoso, NM, United States",819201,33.3474768,-105.6761909,88345
"Albertsons / 1300 E 10th St, Alamogordo, NM, United States",450592,32.89934044,-105.9450235,88310
"Walmart Neighborhood Market / 2401 Indian Wells Road, Alamogordo, NM, United States",686814,32.91645417,-105.9306713,88310
"Albertsons / 2402 N Grimes St, Hobbs, NM, United States",1309910,32.72742348,-103.1432589,88240
"Albertsons / 808 N Canal St, Carlsbad, NM, United States",1280259,32.42944691,-104.2281196,88220
"Albertsons / 1110 S Main St, Roswell, NM, United States",1096726,33.38100101,-104.5242624,88203
"Albertsons / 900 W 2nd St, Roswell, NM, United States",538988,33.39346484,-104.5354372,88203
"Albertsons / 1905 N Prince St, Clovis, NM, United States",1233300,34.41659233,-103.1946782,88101
"Albertsons / 1956 Hwy 180 E, Silver City, NM, United States",388916,32.78642503,-108.2514436,88061
"Albertsons / 2501 N Main St, Las Cruces, NM, United States",782584,32.33362082,-106.7831058,88011
"Albertsons / 2551 E Lohman Ave, Las Cruces, NM, United States",751972,32.31739201,-106.7434198,88011
"Sprouts Farmers Market / 2340 E Lohman Ave, #B, Las Cruces, NM, United States",596208,32.31141412,-106.749987,88011
"Walmart Neighborhood Market / 1020 N Sonoma Ranch Blvd, Las Cruces, NM, United States",531932,32.32804798,-106.7217806,88011
"Albertsons / 5630 N Desert BLV, Las Cruces, NM, United States",862687,32.29822647,-106.7701497,88001
"Albertsons / 710 A Paseo del Pueblo Sur, Taos, NM, United States",1129975,36.39330604,-105.5824915,87571
"Smith's / 224 Paseo del Pueblo Sur, Taos, NM, United States",823299,36.40408187,-105.5754619,87571
"Smith's / 31 Sherwood Blvd, White Rock, NM, United States",371104,35.82604787,-106.2108606,87547
"Smith's / 535 Central Ave, Los Alamos, NM, United States",1426006,35.87882203,-106.2934478,87544
"Albertsons / 3542 Zafarano Dr, Santa Fe, NM, United States",908282,35.64090387,-106.0134747,87505
"Albertsons / 3001 S St Francis Dr, Santa Fe, NM, United States",694816,35.64559658,-105.9553072,87505
"Smith's / 2110 S Pacheco St, Santa Fe, NM, United States",679497,35.65744243,-105.9597541,87505
"Smith's / 2308 Cerrillos Rd, Santa Fe, NM, United States",506295,35.65940247,-105.9798634,87505
"Sprouts Farmers Market / 3201 Zafarano Dr # 20, Santa Fe, NM, United States",408477,35.64510828,-106.0129678,87505
"Sprouts Farmers Market / 199 Paseo de Peralta, Santa Fe, NM, United States",397967,35.69269081,-105.9495302,87505
"Total Wine & More / 3529 Zafarano Dr, Santa Fe, NM, United States",279456,35.64109355,-106.0102722,87505
"Trader Joe's / 530 W Cordova Rd, Santa Fe, NM, United States",863876,35.67295583,-105.9531609,87505
"Whole Foods Market / 753 Cerrillos Rd & 1090 S St Francis Rd, Santa Fe, NM, United States",1030667,35.67900608,-105.9501236,87505
"Safeway / 415 N Main St, Aztec, NM, United States",853426,36.82492016,-107.9947698,87410
"Albertsons / 4909 E Main St, Farmington, NM, United States",617389,36.76594917,-108.1464147,87402
"Safeway / 3540 E Main St, Farmington, NM, United States",753096,36.75153107,-108.1611253,87401
"Safeway / 730 W Main St, Farmington, NM, United States",279116,36.72959232,-108.2169658,87401
"Smith's / 600 E 20th St, Farmington, NM, United States",1175163,36.74944469,-108.1986169,87401
"Bashas' / AZ-264, Window Rock, AZ, United States",225460,35.66104345,-109.0620616,87317
"Albertsons / 1702 E 66th Ave, Gallup, NM, United States",593344,35.52918041,-108.7170197,87301
"Safeway / 980 N Hwy 491, Gallup, NM, United States",972804,35.53558411,-108.7564153,87301
"Albertsons / 4300 Ridgecrest Drive, Rio Rancho, NM, United States",732241,35.25388691,-106.6503378,87124
"Walmart Neighborhood Market / 1115 NM-528 Se, Rio Rancho, NM, United States",423388,35.23955658,-106.6581485,87124
"Smith's / 200 Tramway Blvd SE, Albuquerque, NM, United States",975912,35.06691954,-106.4961547,87123
"Sprouts Farmers Market / 13150 Central Ave SE, Albuquerque, NM, United States",387804,35.06640349,-106.4991569,87123
"Albertsons / 8100 Ventura St NE, Albuquerque, NM, United States",536369,35.17538853,-106.5401436,87122
"Trader Joe's / 8928 Holly Ave NE, Albuquerque, NM, United States",613185,35.17525024,-106.5427325,87122
"Walmart Neighborhood Market / 1820 Unser Blvd NW, Albuquerque, NM, United States",878408,35.10305738,-106.7279485,87120
"Albertsons / 6200 Coors Blvd NW, Albuquerque, NM, United States",761594,35.15244794,-106.6820609,87114
"Albertsons / 10131 Coors Blvd NW, Albuquerque, NM, United States",628435,35.20066038,-106.65043,87114
"Smith's / 4800 McMahon Blvd NW, Albuquerque, NM, United States",1138225,35.20507014,-106.6773115,87114
"Smith's / 8301 Golf Course Rd NW, Albuquerque, NM, United States",888664,35.17884885,-106.6899074,87114
"Sprouts Farmers Market / 5600 Coors Blvd NW Ste A2, Albuquerque, NM, United States",493180,35.1465908,-106.6865825,87114
"Total Wine & More / 10420 Coors Bypass NW, Albuquerque, NM, United States",430326,35.20678766,-106.657704,87114
"Walmart Neighborhood Market / 8511 Golf Course Rd NW, Albuquerque, NM, United States",638984,35.18050875,-106.6898598,87114
"Smith's / 8100 Wyoming Blvd NE, Albuquerque, NM, United States",1089644,35.17590341,-106.5576552,87113
"Albertsons / 11825 Lomas Blvd NE, Albuquerque, NM, United States",729513,35.08821855,-106.5159822,87112
"Albertsons / 2910 Juan Tabo Blvd NE, Albuquerque, NM, United States",668394,35.11536926,-106.5138407,87112
"Albertsons / Eubank Blvd NE 2801, Albuquerque, NM, United States",569293,35.11460614,-106.5346056,87112
"Walmart Neighborhood Market / 11001 Menaul Boulevard Northeast, Albuquerque, New Mexico, United States",538091,35.1095168,-106.5178208,87112
"Albertsons / 12201 Academy Rd NE, Albuquerque, NM, United States",550093,35.15400038,-106.4990291,87111
"Smith's / 4700 Tramway Blvd Ne, Albuquerque, NM, United States",729873,35.1329635,-106.4968031,87111
"Smith's / 5850 Eubank Blvd NE, Buford, GA, United States",368277,35.14688674,-106.5276959,87111
"Sprouts Farmers Market / 11201 Montgomery Blvd NE, Albuquerque, NM, United States",322292,35.13161107,-106.5150092,87111
"Walmart Neighborhood Market / 11018 Montgomery Boulevard Northeast, Albuquerque, New Mexico, United States",609211,35.12979183,-106.5168746,87111
"Albertsons / 4950 Montgomery Blvd NE, Albuquerque, NM, United States",609426,35.12958781,-106.5880394,87110
"Smith's / 4016 Louisiana Blvd NE, Albuquerque, NM, United States",643064,35.12930157,-106.5675485,87110
"Total Wine & More / 6701 Uptown Blvd NE, Albuquerque, NM, United States",503151,35.10450907,-106.5699963,87110
"Trader Joe's / 2200 Uptown Loop Rd NE, Albuquerque, NM, United States",657671,35.10220052,-106.5654534,87110
"Walmart Neighborhood Market / 4700 Cutler Ave NE, Albuquerque, NM, United States",490335,35.10467932,-106.5922351,87110
"Albertsons / 7101 Wyoming Blvd NE, Albuquerque, NM, United States",502167,35.1601394,-106.5607193,87109
"Smith's / 8040 Academy Rd NE, Albuquerque, NM, United States",652652,35.14580938,-106.5491984,87109
"Sprouts Farmers Market / 6300 San Mateo Blvd NE, Albuquerque, NM, United States",428245,35.14859655,-106.5836741,87109
"Whole Foods Market / 5815 Wyoming Blvd Ne,, Albuquerque, NM, United States",850294,35.1464306,-106.5559743,87109
"Smith's / 6001 Lomas Blvd Ne, Albuquerque, NM, United States",611449,35.0880861,-106.5792323,87108
"Sprouts Farmers Market / 5112 Lomas Blvd NE, Albuquerque, NM, United States",440403,35.08671919,-106.5877902,87108
"Smith's / 320 Yale Blvd SE, Albuquerque, NM, United States",502107,35.07601822,-106.6217179,87106
"Smith's / 111 Coors Blvd NW, Albuquerque, NM, United States",471239,35.08060267,-106.7131826,87104
"Walmart Neighborhood Market / 9600 Sage Rd SW, Albuquerque, NM, United States",1029823,35.05470597,-106.7393465,87104
"Albertsons / 1625 Rio Bravo Blvd SW, Albuquerque, NM, United States",707508,35.0278609,-106.6826165,87102
"Smith's / 1601 Arenal Rd SW, Albuquerque, NM, United States",648328,35.05420896,-106.6793385,87102
"Smith's / 6125 4th St NW, Albuquerque, NM, United States",780119,35.14673979,-106.6404857,87101
"Smith's / 3701 Constitution Ave NE, Albuquerque, NM, United States",694485,35.09565198,-106.6029367,87101
"Whole Foods Market / 2103 Carlisle Blvd NE, Albuquerque, NM, United States",839638,35.10287468,-106.6051247,87101
"Smith's / 1000 Rio Rancho Dr SE, Rio Rancho, NM, United States",981606,35.23965664,-106.654674,87048
"Sprouts Farmers Market / 10701 Corrales Rd NW, Albuquerque, NM, United States",490003,35.20487926,-106.6467147,87048
"Smith's / 2580 Main St Ne, Los Lunas, NM, United States",776185,34.80894315,-106.7023827,87042
"Albertsons / 2351 Main St SE, Los Lunas, NM, United States",1022393,34.80432744,-106.703654,87031
"Smith's / 700 E Roosevelt Ave, Grants, NM, United States",364668,35.16249127,-107.8325603,87020
"Smith's / 2B State Road 344, Edgewood, NM, United States",802887,35.0615918,-106.1894801,87015
"Albertsons / 7800 Enchanted Hills, Rio Rancho, NM, United States",892243,35.32338587,-106.5766397,87004
"Bashas' / HWY 191 Hwy Rte, Chinle, AZ, United States",593706,36.16286656,-109.5857145,86503
"Safeway / 1751 Highway 95, Bullhead City, AZ, United States",881598,35.12186566,-114.5884798,86442
"Safeway / 4823 S Hwy 95, Fort Mohave, AZ, United States",628767,35.01664594,-114.5994966,86426
"Bashas' / 3360 E Andy Devine Ave, Kingman, AZ, United States",345368,35.22137045,-114.0045215,86409
"Safeway / 3970 Stockton Hill Rd, Kingman, AZ, United States",857686,35.23830662,-114.0357714,86409
"Safeway / 3125 Stockton Hill Rd, Kingman, AZ, United States",785897,35.21446847,-114.0368981,86409
"Bashas' / 3269 Maricopa Ave, Lake Havasu City, AZ, United States",945049,34.45912263,-114.278839,86406
"Albertsons / 1980 Mcculloch Blvd, Lake Havasu City, AZ, United States",737137,34.47621429,-114.3344686,86403
"Safeway / 1650 McCulloch Blvd N, Lake Havasu City, AZ, United States",944122,34.47417982,-114.3419547,86403
"Bashas' / 160  Coffee Pot Dr, Sedona, AZ, United States",396136,34.86627706,-111.7948383,86351
"Safeway / 2300 W Hwy 89A, Sedona, AZ, United States",945101,34.86483675,-111.8004414,86351
"Whole Foods Market / 1420 West State Route 89 A, Sedona, AZ, United States",675021,34.86360339,-111.7851567,86351
"Frys / 1100 Highway 89-260, Cottonwood, AZ, United States",911325,34.7183643,-112.0032836,86326
"Safeway / 1635 E Cottonwood Ln, Cottonwood, AZ, United States",663893,34.72741001,-112.0078059,86326
"Safeway / 1031 N US Hwy 89, Chino Valley, AZ, United States",1075010,34.76109529,-112.4517762,86323
"Bashas' / 650 W Finnie Flat Rd, Camp Verde, AZ, United States",669194,34.56714095,-111.8648494,86322
