,PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,lat,lon,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL,block,tract
1553,122_102,122,Lexington,16.0,Franklin,Franklin,Fieldstone at Frankfort Townhomes and Apartments,Leawood Townhomes/Leawood Square,980 Leawood Drive,Frankfort,KY,40601,38.183185,-84.884893,5022233440.0,78,56490.0,6.46,C+,B-,Completed,,,,1965-01-01 00:00:00,0.0,,N,N,N,N,,,,92.3,650.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=102,210730704041005,21073070404
1554,122_106,122,Lexington,16.0,Franklin,Franklin,Country Hills,,565 Schenkel Lane,Frankfort,KY,40601,38.2138137,-84.8434781,5026992308.0,93,85350.0,16.38,C+,B-,Completed,,,,1976-01-01 00:00:00,0.0,,N,N,N,N,,,,76.3,701.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=106,210730701011008,21073070101
1555,122_108,122,Lexington,16.0,Franklin,Franklin,Woodside Park,,1335 Louisville Road,Frankfort,KY,40601,38.1754127,-84.9049574,5022277950.0,96,70800.0,5.54,C,C+,Completed,,,,1979-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=108,210730704031001,21073070403
1556,122_113,122,Lexington,10.0,Scott,Scott,Crown Pointe,,1100 West Main Street,Georgetown,KY,40324,38.2083496,-84.5773756,5028689878.0,84,84000.0,6.52,B-,B+,Completed,,,,1994-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,860.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=113,212090402071002,21209040207
1557,122_1170680,122,Lexington,4.0,Lexington - East,Fayette,Garden Estates,,4128 Todds Road,Lexington,KY,40509,37.9940144633192,-84.3924551,,90,0.0,34.02,,B,Under Construction,,2021-08-02,,2022-08-31 00:00:00,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1170680,210670039182039,21067003918
1558,122_1189212,122,Lexington,16.0,Franklin,Franklin,Glenns Creek Manor,,400 Democrat Drive,Frankfort,KY,40601,38.172901,-84.818568,,80,0.0,1.2,,B-,Prospective,,,,,,,,,,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1189212,210730707032032,21073070703
1559,122_1189222,122,Lexington,21.0,Anderson,Anderson,Shagbark Ridge,,Glensboro Road & Humston Drive,Lawrenceburg,KY,40342,38.034403,-84.906737,,78,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1189222,210059502013009,21005950201
1560,122_1189225,122,Lexington,21.0,Anderson,Anderson,Hammond Creek,,Bypass South & Glensboro Road,Lawrenceburg,KY,40342,38.032592,-84.912012,,80,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1189225,210059502011000,21005950201
1561,122_1189562,122,Lexington,21.0,Anderson,Anderson,Madeline Manor,,1030 Versailles Road,Lawrenceburg,KY,40342,38.04104,-84.884272,,80,0.0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1189562,210059501024006,21005950102
1562,122_126,122,Lexington,17.0,Bath,Bath,Mountain View Estates,,358 Slate Avenue,Owingsville,KY,40360,38.139908,-83.761323,6066746778.0,75,49460.0,5.98,C-,C,Completed,,,,1981-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=126,210119702012017,21011970201
1563,122_13,122,Lexington,8.0,Lexington - Southwest,Fayette,"Studios at Belmont, The",Omni Place,333 Legion Drive,Lexington,KY,40504,38.033927,-84.519014,8592548230.0,95,39425.0,1.7,C,B-,Completed,,,,1984-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,712.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=13,210670018001006,21067001800
1564,122_132,122,Lexington,13.0,Clark,Clark,Westwood,,900 Westwood Drive,Winchester,KY,40391,37.9984371,-84.2109948,8597452808.0,96,74560.0,7.67,C,C+,Completed,,,,1979-01-01 00:00:00,0.0,,N,A,N,P,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=132,210490201011000,21049020101
1565,122_1329671,122,Lexington,19.0,Madison,Madison,Four Pointe,,South Killarney Lane & Shamrock Lane,Richmond,KY,40475,37.7334290327943,-84.3199259443466,,82,0.0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1329671,211510109031000,21151010903
1566,122_1329674,122,Lexington,21.0,Anderson,Anderson,Parkview Court,,9 Parkview Drive,Lawrenceburg,KY,40342,38.0365731983903,-84.9044780330177,,80,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1329674,210059501012027,21005950101
1567,122_1329680,122,Lexington,19.0,Madison,Madison,Red House Landing,,920 Red House Road,Richmond,KY,40475,37.7620652574425,-84.2884979,,80,0.0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1329680,211510102012050,21151010201
1568,122_133,122,Lexington,13.0,Clark,Clark,Beverly P. White Towers,,4 North Maple Street,Winchester,KY,40391,37.994716,-84.178702,8597440521.0,90,46600.0,1.08,C,C+,Completed,,,,1980-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=133,210490202012041,21049020201
1569,122_1357686,122,Lexington,8.0,Lexington - Southwest,Fayette,Legion Drive,,340 Legion Drive,Lexington,KY,40504,38.03408,-84.52033,,91,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1357686,210670018001007,21067001800
1570,122_1357704,122,Lexington,7.0,Lexington - South,Fayette,Millcreek Subdivision & Jonestown,,1100 Armstrong Mill Road,Lexington,KY,40517,37.9798648081023,-84.4929767311332,,96,0.0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=1357704,210670040013000,21067004001
1571,122_136,122,Lexington,7.0,Lexington - South,Fayette,Gainesway Village,,1245 Centre Pkwy,Lexington,KY,40517,37.9801741,-84.4793998,8592729121.0,95,63370.0,4.88,C,C+,Completed,,,,1978-06-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=136,210670034041000,21067003404
1572,122_138,122,Lexington,4.0,Lexington - East,Fayette,Valleyfield,,2875 Palumbo Drive,Lexington,KY,40509,38.005156,-84.433514,8592635147.0,83,53280.0,5.38,C+,B,Completed,,,,1985-01-01 00:00:00,0.0,,N,N,N,N,,,,98.8,877.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=138,210670039123006,21067003912
1573,122_146,122,Lexington,7.0,Lexington - South,Fayette,Walnut Hill,,3716 Trent Circle,Lexington,KY,40517,37.96904,-84.481309,8592721615.0,96,73760.0,6.23,C,C+,Completed,,,,1976-01-01 00:00:00,0.0,,N,A,N,P,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=146,210670040012008,21067004001
1574,122_148,122,Lexington,21.0,Anderson,Anderson,Breckenridge Estates,,1522 Fieldstone Drive,Lawrenceburg,KY,40342,38.0202663,-84.9120636,5028391101.0,84,79860.0,4.52,C+,B-,Completed,,,,2009-01-01 00:00:00,0.0,,N,N,N,N,,,,98.8,853.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=148,210059502011001,21005950201
1575,122_149,122,Lexington,16.0,Franklin,Franklin,Tierra Linda,,108 Hanly Lane,Frankfort,KY,40601,38.184961,-84.82085,5026955365.0,73,59220.0,3.77,C,B-,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,90.4,798.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=149,210730707042002,21073070704
1576,122_159,122,Lexington,5.0,Lexington - South Central,Fayette,Malabu Manor,,137 Malabu Drive,Lexington,KY,40503,38.0023163,-84.5169309,8592785111.0,80,49680.0,1.29,C,B,Completed,,,,1970-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=159,210670027003007,21067002700
1577,122_163,122,Lexington,8.0,Lexington - Southwest,Fayette,Limestone Square/Medical Villas,,129 Transcript Avenue,Lexington,KY,40508,38.0322551,-84.510511,8592540101.0,75,46986.0,1.45,C+,B,Completed,,,,1979-01-01 00:00:00,0.0,,A,N,N,N,,,,,1161.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=163,210670018002009,21067001800
1578,122_168,122,Lexington,19.0,Madison,Madison,Glades Village,,192 Glades Road,Berea,KY,40403,37.5863853,-84.2936289,8599869810.0,76,46320.0,6.85,C-,C,Completed,,,,1982-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=168,211510112011004,21151011201
1579,122_169,122,Lexington,16.0,Franklin,Franklin,Winthrop Court,,720 Ridgeview Drive,Frankfort,KY,40601,38.22039,-84.838349,5023850466.0,77,45792.0,5.09,C+,C+,Completed,,,,1980-01-01 00:00:00,0.0,,N,N,N,N,,,,90.9,700.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=169,210730701021006,21073070102
1580,122_172,122,Lexington,8.0,Lexington - Southwest,Fayette,Regency,,2075 Regency Road,Lexington,KY,40503,38.0109077,-84.5235165,8592781911.0,96,83028.0,5.44,C+,C+,Completed,,,,1973-01-01 00:00:00,0.0,,N,N,N,N,,,,88.5,847.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=172,210670028002012,21067002800
1581,122_175,122,Lexington,9.0,Lexington - West,Fayette,Christian Towers,,1511 Versailles Road,Lexington,KY,40504,38.0514605,-84.5297141,8592533625.0,92,59800.0,4.37,C,C+,Completed,,,,1983-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=175,210670020013011,21067002001
1582,122_176,122,Lexington,3.0,Lexington - Northeast,Fayette,Biscayne,,150 Northland Drive,Lexington,KY,40505,38.064446,-84.474843,8593882000.0,78,60188.0,3.71,C+,C,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,88.5,732.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=176,210670013001011,21067001300
1583,122_177,122,Lexington,8.0,Lexington - Southwest,Fayette,"Crossings, The",Silvertree,1040 Cross Keys Road,Lexington,KY,40504,38.039098,-84.549196,8595236875.0,96,68160.0,4.46,C,C+,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,87.5,719.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=177,210670026005001,21067002600
1584,122_181,122,Lexington,9.0,Lexington - West,Fayette,Ashland,Country Lane,1329 Devonport Drive,Lexington,KY,40504,38.048603,-84.554504,8595595626.0,84,72012.0,3.34,C,C+,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,82.1,907.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=181,210670020022010,21067002002
1585,122_182,122,Lexington,3.0,Lexington - Northeast,Fayette,Derby Pointe,Winburn Park,1218 Winburn Drive,Lexington,KY,40511,38.0875612,-84.4724124,8594478701.0,73,60300.0,2.5,C,C,Completed,,,,1969-01-01 00:00:00,0.0,,N,N,N,N,,,,89.0,730.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=182,210670038042000,21067003804
1586,122_185,122,Lexington,19.0,Madison,Madison,Bryant's Crossing,,201 Provincial Way,Berea,KY,40403,37.5730286,-84.3178855,8599860175.0,88,91000.0,8.09,C+,B-,Completed,,,,2011-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,873.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=185,211510114012005,21151011401
1587,122_186,122,Lexington,4.0,Lexington - East,Fayette,Eastland Hills,"Jennifer Place, Greenhills, Pleasant Green/Pleasant Green/Green Hills",1748 Jennifer Road,Lexington,KY,40505,38.043792,-84.449009,8594948932.0,88,64920.0,3.85,C,B-,Completed,,,,1964-01-01 00:00:00,0.0,,N,N,N,N,,,,86.4,852.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=186,210670033001013,21067003300
1588,122_190,122,Lexington,5.0,Lexington - South Central,Fayette,Crescent at Shadeland,,1143 Turkey Foot Road,Lexington,KY,40502,38.008964,-84.492288,8592688211.0,72,42080.0,1.71,C+,B+,Completed,,,,1984-01-01 00:00:00,0.0,,N,N,N,N,,,,98.6,840.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=190,210670023021001,21067002302
1589,122_191,122,Lexington,4.0,Lexington - East,Fayette,Jennifer Point/Jennifer Park,"New Circle, Executive East",1704 Jennifer Road,Lexington,KY,40509,38.0451791,-84.4501254,8592930901.0,72,44310.0,1.82,C+,B-,Completed,,,,1965-01-01 00:00:00,0.0,,N,N,N,N,,,,94.4,709.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=191,210670033001013,21067003300
1590,122_201,122,Lexington,7.0,Lexington - South,Fayette,Allison Heights,,3401 Gatewood Court,Lexington,KY,40517,37.984531,-84.5062607,8592735141.0,84,69600.0,2.64,B-,C+,Completed,,,,1986-01-01 00:00:00,0.0,,N,N,N,N,,,,91.7,807.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=201,210670035041000,21067003504
1591,122_202,122,Lexington,7.0,Lexington - South,Fayette,Falcon Crest,,1101 Centre Pkwy,Lexington,KY,40517,37.985278,-84.484572,8593179805.0,72,86400.0,3.0,C,C+,Completed,,,,1973-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=202,210670034041000,21067003404
1592,122_207,122,Lexington,9.0,Lexington - West,Fayette,Twenty Two Twenty Apartment Homes,"King Henry, Creekside South",2220 Devonport Drive,Lexington,KY,40504,38.048112,-84.550589,8595236847.0,96,87100.0,3.33,C,C+,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,85.4,801.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=207,210670020011004,21067002001
1593,122_222,122,Lexington,16.0,Franklin,Franklin,Eastwood Garden,,700 Forest Hill Drive,Frankfort,KY,40601,38.2016074,-84.8286266,5026953155.0,88,72000.0,6.17,C,B-,Completed,,,,1963-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,815.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=222,210730707061006,21073070706
1594,122_224,122,Lexington,11.0,Bourbon,Bourbon,Bourbon Trace,,1940 Cypress Street,Paris,KY,40361,38.202433,-84.270255,8599872518.0,78,60900.0,6.12,C,C+,Completed,,,,1989-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=224,210170302022016,21017030202
1595,122_228,122,Lexington,4.0,Lexington - East,Fayette,The POPS,Man O' War Crossing,2845 Palumbo Drive,Lexington,KY,40509,38.005677,-84.43436,8593687317.0,96,75456.0,7.51,C+,B,Completed,,,,1980-01-01 00:00:00,0.0,,N,N,N,N,,,,94.8,880.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=228,210670039123006,21067003912
1596,122_231,122,Lexington,4.0,Lexington - East,Fayette,Valore at The Baxter,"Baxter, Northridge",1597 Martha Court,Lexington,KY,40505,38.049047,-84.449672,8593093331.0,75,59400.0,2.08,C,B-,Completed,,,,1976-01-01 00:00:00,0.0,,N,N,N,N,,,,93.3,765.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=231,210670032023005,21067003202
1597,122_235,122,Lexington,4.0,Lexington - East,Fayette,Phoenix,,1708 Jennifer Road,Lexington,KY,40505,38.0445839,-84.449947,8593383329.0,72,54000.0,1.87,C,B-,Completed,,,,1964-01-01 00:00:00,0.0,,N,N,N,N,,,,87.5,750.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=235,210670033001013,21067003300
1598,122_239,122,Lexington,8.0,Lexington - Southwest,Fayette,Royal Lexington,,695 Winnie Street,Lexington,KY,40508,38.03678,-84.511486,8592269068.0,94,102200.0,3.45,B,B,Completed,,,,1994-01-01 00:00:00,0.0,,A,N,N,N,,,,,1816.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=239,210670009003009,21067000900
1599,122_243,122,Lexington,4.0,Lexington - East,Fayette,Pinewood Place,,1602 Jennifer Road,Lexington,KY,40505,38.0469962,-84.4502074,8592935770.0,93,54270.0,0.96,C,B-,Completed,,,,1964-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,708.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=243,210670033001013,21067003300
1600,122_5,122,Lexington,5.0,Lexington - South Central,Fayette,Zandale Green,Zandale Terrace,115 Zandale Drive,Lexington,KY,40503,38.009085,-84.516673,8592774713.0,72,46300.0,1.72,C,B,Completed,,,,1961-01-01 00:00:00,0.0,,N,N,N,N,,,,80.6,825.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=5,210670024003000,21067002400
1601,122_69,122,Lexington,8.0,Lexington - Southwest,Fayette,Imperial Studio,,381 Elaine Drive,Lexington,KY,40504,38.0331752,-84.5205867,8592337335.0,80,26400.0,1.5,C,B-,Completed,,,,1964-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,555.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=69,210670018001007,21067001800
1602,122_756,122,Lexington,19.0,Madison,Madison,Madison Avenue,,241 North Madison Avenue,Richmond,KY,40475,37.7488,-84.291533,8595751706.0,79,66796.0,4.03,C,C+,Completed,,,,1980-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=756,211510104002000,21151010400
1603,122_764,122,Lexington,10.0,Scott,Scott,Overlook at Elkhorn,,101 Overview Path,Georgetown,KY,40324,38.2141262,-84.5307478,5028670051.0,92,87256.0,4.62,B-,B,Completed,,,,2005-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=764,212090403011000,21209040301
1604,122_765,122,Lexington,8.0,Lexington - Southwest,Fayette,One Parent Scholar House,Virginia Place I & II,1156 Horsemans Lane,Lexington,KY,40504,38.0434995,-84.527821,8592524828.0,80,74240.0,8.85,C,C+,Completed,,,,1994-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=765,210670019002001,21067001900
1605,122_780,122,Lexington,4.0,Lexington - East,Fayette,Grand Oaks,,751 Triple Crown Circle,Lexington,KY,40508,38.043868,-84.475053,8592815065.0,88,75800.0,10.3,B-,C+,Completed,,,,2007-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=780,210670004002010,21067000400
1606,122_781,122,Lexington,4.0,Lexington - East,Fayette,Bridlewood Place,,550 Mustang Crossing Drive,Lexington,KY,40508,38.045187,-84.476185,8592815065.0,88,79500.0,5.95,B-,C+,Completed,,,,2009-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=781,210670004002014,21067000400
1607,122_783,122,Lexington,4.0,Lexington - East,Fayette,Savannah Oaks,,3200 Blackford Pkwy,Lexington,KY,40509,38.017845,-84.3939,8592660151.0,98,139307.0,11.44,B+,A,Completed,,2014-04-01,2015-02-01,2016-02-26 00:00:00,0.0,,N,N,N,N,,0.0,1.0,100.0,1310.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=783,210670039152000,21067003915
1608,122_792,122,Lexington,14.0,Jessamine,Jessamine,Stuart Properties,,184 Forrest Elliott,Nicholasville,KY,40356,37.867006,-84.583758,8595099242.0,96,77600.0,5.38,B-,C+,Completed,,,,2004-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,682.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=792,211130605032003,21113060503
1609,122_794,122,Lexington,14.0,Jessamine,Jessamine,"Avenue Phase II, The",,801 East Brannon Road,Nicholasville,KY,40356,37.951095,-84.517077,8598980597.0,72,0.0,,,B-,Prospective,,,,,,,,,,,,0.0,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=794,211130602003004,21113060200
1610,122_920617,122,Lexington,4.0,Lexington - East,Fayette,3450 Todds Road,,3450 Todds Road,Lexington,KY,40509,38.002005,-84.414266,,88,0.0,,,B+,Planned,2020-02-11,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=122&PropertyID=920617,210670039121002,21067003912
1611,123_100,123,Chattanooga,21.0,Hamilton,Hamilton,Vista Ridge,,10405 Card Road,Soddy-Daisy,TN,37379,35.2600555,-85.1717393,4233320568.0,80,85065.0,22.6,B-,B-,Completed,,,,2008-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=100,470650103091026,47065010309
1612,123_103,123,Chattanooga,35.0,Jackson,Jackson,Willow Creek South,"Birches, The, Birches, The",4003 South Broad Street,Scottsboro,AL,35769,34.620666,-86.057412,2565750759.0,88,73776.0,8.1,C+,C+,Completed,,,,1976-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,757.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=103,010719507004030,01071950700
1613,123_105,123,Chattanooga,26.0,Cleveland,Bradley,Waters Edge,Springbrook,2360 Blackburn Road SE,Cleveland,TN,37311,35.1335124,-84.8784809,4234720127.0,97,81700.0,9.5,C,C,Completed,,,,1968-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=105,470110107003011,47011010700
1614,123_110,123,Chattanooga,15.0,Brainerd,Hamilton,Park Terrace,,3929 Manor Road,Chattanooga,TN,37411,35.0201351,-85.238352,4235538688.0,76,49400.0,4.2,C,C+,Completed,,,,1950-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,722.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=110,470650029001013,47065002900
1615,123_115,123,Chattanooga,31.0,Dalton,Whitfield,Mountain Woods,,1016 Ponderosa Lane,Dalton,GA,30720,34.783315,-84.983289,7062262718.0,80,69490.0,9.8,C,B-,Completed,,,,1975-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=115,133130005023035,13313000502
1616,123_1315069,123,Chattanooga,28.0,Ooltewah,Hamilton,Bluestone Terrace,,7405 Old Lee Hwy,Chattanooga,TN,37421,35.0590245892423,-85.1282006022142,,80,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=1315069,470650113114000,47065011311
1617,123_1356980,123,Chattanooga,27.0,Bradley,Bradley,Hunters Mill,,Pleasant Grove Road & Village North Boulevard,Mc Donald,TN,37353,35.154817,-84.948865,,96,0.0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=1356980,470110113021026,47011011302
1618,123_166,123,Chattanooga,31.0,Dalton,Whitfield,Park Place,,510 Underwood Street,Dalton,GA,30720,34.7774834,-84.9616886,7062709979.0,86,66650.0,5.69,C+,C,Completed,,,,2000-01-01 00:00:00,0.0,,N,N,N,N,,,,98.8,806.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=166,133130004013006,13313000401
1619,123_167,123,Chattanooga,23.0,Athens,McMinn,Park Village,,918 Rocky Mount Road,Athens,TN,37303,35.4388,-84.641819,4237459057.0,80,92176.0,8.1,B,C,Completed,,,,1999-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=167,471079702012040,47107970201
1620,123_168,123,Chattanooga,26.0,Cleveland,Bradley,"Pointe at Westland, The",Parktowne,2005 Westland Drive SW,Cleveland,TN,37311,35.1411148,-84.8998848,4235590770.0,84,97348.0,7.19,B,C+,Completed,,,,1998-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=168,470110107004011,47011010700
1621,123_178,123,Chattanooga,5.0,Chattanooga - East,Hamilton,Greenwood Terrace,,3056 Dee Drive,Chattanooga,TN,37406,35.057165,-85.244115,4237524187.0,98,86000.0,19.5,C,C-,Completed,,,,1973-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=178,470650032001000,47065003200
1622,123_193,123,Chattanooga,26.0,Cleveland,Bradley,Bradley Place,,435 Kile Lane SW,Cleveland,TN,37311,35.1412548,-84.896754,4234785505.0,80,76102.0,7.2,C+,C+,Completed,,,,1999-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=193,470110107004011,47011010700
1623,123_214,123,Chattanooga,26.0,Cleveland,Bradley,Cherokee Hills,,2020 Bates Pike SE,Cleveland,TN,37311,35.151642,-84.85807,4235590800.0,96,108000.0,12.1,C+,C,Completed,,,,1998-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=214,470110108001005,47011010800
1624,123_215,123,Chattanooga,8.0,St. Elmo - Alton Park,Hamilton,Alton Place,,335 Croll Court,Chattanooga,TN,37410,35.011475,-85.3113599,4238225100.0,88,89748.0,13.14,B-,C-,Completed,,,,2012-01-01 00:00:00,0.0,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=123&PropertyID=215,470650019001006,47065001900
