,PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,lat,lon,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL,block,tract
34,22_3094,22,Atlanta - Urban,6.0,Lakewood,Fulton,New Village,Arcadia Downs,2905 Springdale Road SW,Atlanta,GA,30315,33.675612,-84.417047,4042282583.0,64,58480.0,3.76,C,C+,Completed,,,,1972-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,1710.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3094,131210074001004,13121007400
35,22_3110,22,Atlanta - Urban,24.0,North Druid Hills,DeKalb,Executive Park,,2600 Briarcliff Road NE,Atlanta,GA,30329,33.8292516,-84.3266736,4046349879.0,50,50956.0,4.2,B-,B+,Completed,,,,1965-01-01 00:00:00,0.0,,,N,,N,,,,88.0,1194.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3110,130890216071016,13089021607
36,22_3112,22,Atlanta - Urban,30.0,Lenox,DeKalb,Rio at Lenox,"Rio Vista, Kenco Buford",2700 Buford Hwy NE,Atlanta,GA,30324,33.8283705,-84.3467693,4704624654.0,66,40030.0,3.49,C,B+,Completed,,,,1966-01-01 00:00:00,0.0,,N,N,N,N,,,,86.4,1279.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3112,130890214153014,13089021415
37,22_3113,22,Atlanta - Urban,24.0,North Druid Hills,DeKalb,Kenco Briarcliff,,2194 Briarcliff Road NE,Atlanta,GA,30329,33.817736,-84.3361282,4046337939.0,56,36759.0,2.7,C+,B,Completed,,,,1964-01-01 00:00:00,0.0,,N,N,N,N,,,,98.2,1138.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3113,130890215021008,13089021502
38,22_3116,22,Atlanta - Urban,24.0,North Druid Hills,DeKalb,Kenco La Vista,,2284 La Vista Road NE,Atlanta,GA,30329,33.819426,-84.311682,4046333468.0,70,57832.0,5.54,B-,B+,Completed,,,,1967-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1301.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3116,130890216063000,13089021606
39,22_3118,22,Atlanta - Urban,32.0,Northlake,DeKalb,Northlake,Kenco Tucker,2006 Northlake Pkwy,Tucker,GA,30084,33.8403591,-84.2420726,7707999916.0,66,50992.0,4.3,C+,B,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,95.5,930.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3118,130890217081000,13089021708
40,22_3323,22,Atlanta - Urban,31.0,Brookhaven,DeKalb,Villas de las Colinas 2,"Sierra Station, Brookstone Station, Marquis Station",3632 Buford Hwy NE,Atlanta,GA,30329,33.8516869,-84.3202659,4046347529.0,62,80200.0,5.05,B-,C+,Completed,,,,1972-01-01 00:00:00,0.0,,N,N,N,N,N,0.0,,100.0,1404.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3323,130890214211000,13089021421
41,22_3342,22,Atlanta - Urban,18.0,Decatur,DeKalb,Spring Pointe,,1301 Oakview Road,Decatur,GA,30030,33.7569873,-84.3055248,4046879385.0,65,39950.0,5.68,C,B-,Completed,,,,1958-01-01 00:00:00,0.0,,N,N,N,N,,,,96.9,709.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3342,130890227001011,13089022700
42,22_3399,22,Atlanta - Urban,30.0,Lenox,DeKalb,Twin Keys,,1457 Briarwood Road NE,Atlanta,GA,30319,33.848413,-84.331269,4046337003.0,68,70800.0,4.9,B-,B-,Completed,,,,1967-01-01 00:00:00,0.0,,,N,,N,,,,85.3,1208.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3399,130890214162001,13089021416
43,22_3512,22,Atlanta - Urban,13.0,Bankhead,Fulton,Dwell at the Hollywood,"Westview Terrace, Rachel's Court",1073 Hollywood Road NW,Atlanta,GA,30318,33.78504,-84.459754,4047990074.0,64,60800.0,4.8,C+,C,Completed,,,,1965-01-01 00:00:00,0.0,,,N,,N,,,,98.4,960.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3512,131210086011008,13121008601
44,22_3518,22,Atlanta - Urban,20.0,Atlantic Station,Fulton,Defoors Ridge,,1981 Defoor Avenue NW,Atlanta,GA,30318,33.8093959,-84.4260126,4043519040.0,60,58620.0,2.73,B-,B,Completed,,,,1973-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1274.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3518,131210089091002,13121008909
45,22_3678,22,Atlanta - Urban,8.0,Oakland,Fulton,Bolden Park,Oakland Park,1240 Oakland Drive SW,Atlanta,GA,30310,33.720998,-84.42708,6785702408.0,60,40140.0,3.32,C,C+,Completed,,,,1950-01-01 00:00:00,0.0,,,N,,N,,0.0,,75.0,797.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3678,131210066021001,13121006602
46,22_369147,22,Atlanta - Urban,18.0,Decatur,DeKalb,Spring Pointe Redevelopment,,1301 Oakview Road,Decatur,GA,30030,33.7569,-84.305225,4046879385.0,65,0.0,,,B-,Planned,2018-11-21,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=369147,130890227001011,13089022700
47,22_380206,22,Atlanta - Urban,14.0,Midtown West/Centennial Place,Fulton,Puritan Mill Building,,916 Joseph E Lowery Blvd NW,Atlanta,GA,30318,33.7801868,-84.417759,,50,0.0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=380206,131210007001011,13121000700
48,22_3989,22,Atlanta - Urban,11.0,Chandler-McAfee/West Belvedere Park,DeKalb,Midwood Glen,Valley Bridge,3937 Glenwood Road,Decatur,GA,30032,33.7368685,-84.2569039,6786317898.0,60,51520.0,5.8,C+,C+,Completed,,,,1965-01-01 00:00:00,0.0,,,N,,N,,,,90.0,860.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=3989,130890235011002,13089023501
49,22_404,22,Atlanta - Urban,7.0,Cascade Springs,Fulton,Cascade Gardens,,763 Cascade Avenue SW,Atlanta,GA,30310,33.7347973,-84.4374531,4047557368.0,52,49920.0,2.39,C,C,Completed,,,,1959-01-01 00:00:00,0.0,,,N,,N,,,,88.5,964.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=404,131210060003007,13121006000
50,22_4075,22,Atlanta - Urban,35.0,North Buckhead,Fulton,Balfour Chastain,Park Village Buckhead,4689 Roswell Road,Sandy Springs,GA,30342,33.882985,-84.379722,4042501121.0,68,63000.0,2.85,C+,A,Completed,,,,1964-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1280.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4075,131210101361000,13121010136
51,22_4078,22,Atlanta - Urban,36.0,West Chamblee,DeKalb,Pearl Lane,,93 Pearl Lane,Atlanta,GA,30341,33.892321,-84.290244,7704549606.0,56,56000.0,5.0,B-,C+,Completed,,,,1961-01-01 00:00:00,0.0,,,N,,N,,0.0,,100.0,1224.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4078,130890212042002,13089021204
52,22_4259,22,Atlanta - Urban,35.0,North Buckhead,Fulton,Highland Springs,,55 Northwood Drive,Atlanta,GA,30342,33.9104877,-84.3855055,4043038646.0,66,63906.0,4.18,B-,B+,Completed,,,,1969-01-01 00:00:00,0.0,,,N,,N,,0.0,,98.5,1319.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4259,131210102125001,13121010212
53,22_4292,22,Atlanta - Urban,23.0,Lindbergh,Fulton,Woodland View,,1195 Woodland Avenue NE,Atlanta,GA,30324,33.8139841,-84.3491594,4046327065.0,54,43900.0,1.84,C,B+,Completed,,,,1967-01-01 00:00:00,0.0,,,N,,N,,,,94.4,1135.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4292,131210092011000,13121009201
54,22_4408,22,Atlanta - Urban,31.0,Brookhaven,DeKalb,Carmel Creek,,3658 Buford Hwy NE,Atlanta,GA,30329,33.8521757,-84.3196077,4046342188.0,67,77960.0,3.48,B-,C+,Completed,,,,1977-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1318.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4408,130890214211000,13089021421
55,22_4412,22,Atlanta - Urban,31.0,Brookhaven,DeKalb,Peppertree,,4203 Buford Hwy NE,Atlanta,GA,30345,33.863401,-84.303759,4046334789.0,64,72140.0,5.09,B,C+,Completed,,,,1978-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1390.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4412,130890214101002,13089021410
56,22_4420,22,Atlanta - Urban,5.0,East Point/Hapeville,Fulton,Delmar Hapeville,,558 College Street,Atlanta,GA,30354,33.6551342,-84.4077396,4047684478.0,64,54400.0,2.66,C+,C+,Completed,,,,1970-01-01 00:00:00,0.0,,,N,,N,,,,96.9,1156.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4420,131210108011019,13121010801
57,22_4495,22,Atlanta - Urban,18.0,Decatur,DeKalb,"Pines on Scott, The",,927 Scott Blvd,Decatur,GA,30030,33.7854333,-84.302257,4043778188.0,57,49800.0,4.8,C+,B,Completed,,,,1960-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,1173.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4495,130890226011019,13089022601
58,22_470,22,Atlanta - Urban,17.0,Inman Park/Virginia Highlands,Fulton,Andrews Court,,963 Ponce de Leon Avenue NE,Atlanta,GA,30306,33.773406,-84.3560399,4048766432.0,64,45552.0,1.01,C+,B,Completed,,,,1965-01-01 00:00:00,0.0,,,N,,N,,,,95.3,1331.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=470,131210015011003,13121001501
59,22_4700,22,Atlanta - Urban,13.0,Bankhead,Fulton,Bridge Side,Hampton Oaks,1955 La Dawn Lane NW,Atlanta,GA,30318,33.815831,-84.451941,4043508777.0,66,74970.0,9.14,B,B-,Completed,,,,1995-01-01 00:00:00,0.0,,,N,,N,,,,100.0,1369.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4700,131210088021005,13121008802
60,22_474116,22,Atlanta - Urban,14.0,Midtown West/Centennial Place,Fulton,Gardens at Washington Park 2,"Gardens at Washington Park II, The",961 Desoto Street SW,Atlanta,GA,30314,33.7577455,-84.4193798,4047484633.0,64,40000.0,2.21,C-,C-,Completed,,,,1962-01-01 00:00:00,0.0,,N,N,N,N,,,,95.3,1184.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=474116,131210024001011,13121002400
61,22_479,22,Atlanta - Urban,17.0,Inman Park/Virginia Highlands,Fulton,"Telephone Factory Lofts, The",Telephone Factory,828 Ralph McGill Blvd NE,Atlanta,GA,30306,33.7681659,-84.3603706,4045770905.0,68,117613.0,2.94,B+,A,Completed,,,,1995-01-01 00:00:00,0.0,,N,N,N,N,,1.0,,92.6,2963.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=479,131210016002004,13121001600
62,22_4888,22,Atlanta - Urban,25.0,North Decatur/Clarkston/Scottdale,DeKalb,Navarro,,3529 Indian Creek Way,Clarkston,GA,30021,33.795955,-84.24341,4042964808.0,52,41920.0,3.41,C,C+,Completed,,,,1965-01-01 00:00:00,0.0,,,N,,N,,,,100.0,830.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4888,130890220051000,13089022005
63,22_4916,22,Atlanta - Urban,12.0,Harwell Heights,Fulton,Martin Manor,,2950 Martin Luther King Jr. Drive SW,Atlanta,GA,30311,33.752975,-84.484054,4049040588.0,64,51200.0,3.9,C,C+,Completed,,,,1970-01-01 00:00:00,0.0,,N,N,N,N,,,,92.2,826.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4916,131210081033009,13121008103
64,22_4997,22,Atlanta - Urban,24.0,North Druid Hills,DeKalb,Summit Grove,,2340 Lawrenceville Hwy,Decatur,GA,30033,33.815896,-84.269144,4046348929.0,64,49845.0,5.68,C,B-,Completed,,,,1966-01-01 00:00:00,0.0,,N,N,N,N,,,,95.3,1311.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=4997,130890223022004,13089022302
65,22_5028,22,Atlanta - Urban,22.0,Midtown,Fulton,Heritage Regency by Piedmont Park,Lakeview,1178 Piedmont Avenue,Atlanta,GA,30309,33.7869876,-84.3786028,4048973548.0,53,26500.0,0.49,C,A,Completed,,,,1901-01-01 00:00:00,0.0,,,N,,N,,,,100.0,968.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=22&PropertyID=5028,131210004002009,13121000400
